sym,dir,entry_time,entry_price,exit_time,exit_price,pnl_rub,reason,contracts,go,stop,pattern
AF,L,2025-01-17 09:55:00+08:00,6359.0,2025-01-17 12:45:00+08:00,6378.0,104.57619122503539,fade,7,5000.0,6330.714285714285,sm
NG,S,2025-01-17 12:40:00+08:00,3.52,2025-01-17 12:45:00+08:00,3.517,4.2613636363637974,fade,1,5000.0,3.571428571428572,vyf
SF,S,2025-01-17 12:35:00+08:00,1430.4,2025-01-17 12:50:00+08:00,1435.5857142857144,-72.50719079578175,stop,4,5000.0,1435.5857142857144,vod
SN,L,2025-01-17 12:45:00+08:00,26071.0,2025-01-17 12:50:00+08:00,26013.0,-22.246941045606228,fade,2,5000.0,25860.64285714286,vou
SV,S,2025-01-17 13:00:00+08:00,31.62,2025-01-17 13:05:00+08:00,31.64,-6.325110689436929,fade,2,5000.0,31.873571428571427,vod
RN,L,2025-01-17 13:05:00+08:00,57657.0,2025-01-17 13:10:00+08:00,57659.0,0.5203184348821479,fade,3,5000.0,57278.78571428572,vou
AF,L,2025-01-17 13:00:00+08:00,6370.0,2025-01-17 13:15:00+08:00,6362.0,-12.558869701726845,fade,2,5000.0,6356.0,sm
SV,S,2025-01-17 13:15:00+08:00,31.48,2025-01-17 13:25:00+08:00,31.47,9.529860228718135,fade,6,5000.0,31.751428571428573,vod
SR,L,2025-01-17 11:55:00+08:00,29314.0,2025-01-17 13:35:00+08:00,29398.0,16.387937504264176,fade,1,5719.0,29136.85714285714,sm
YD,L,2025-01-17 13:30:00+08:00,4272.0,2025-01-17 13:35:00+08:00,4268.0,-28.08988764044944,fade,6,5000.0,4251.642857142857,vod
AL,L,2025-01-17 13:30:00+08:00,6070.0,2025-01-17 13:35:00+08:00,6081.0,45.30477759472817,fade,5,5000.0,6052.285714285715,vou
BR,S,2025-01-17 13:30:00+08:00,80.58,2025-01-17 13:35:00+08:00,80.82,-35.740878629932226,fade,4,3000.0,81.28357142857143,vyf
SN,L,2025-01-17 13:30:00+08:00,26159.0,2025-01-17 13:35:00+08:00,26141.0,-6.8809969800068815,fade,2,5000.0,25906.14285714286,vou
GL,L,2025-01-17 13:30:00+08:00,9285.9,2025-01-17 13:40:00+08:00,9291.1,8.399832003361109,fade,3,5000.0,9272.42857142857,vod
SV,S,2025-01-17 13:35:00+08:00,31.45,2025-01-17 13:40:00+08:00,31.49,-38.1558028616844,fade,6,5000.0,31.84642857142857,vod
AL,L,2025-01-17 13:40:00+08:00,6070.0,2025-01-17 13:45:00+08:00,6085.0,24.71169686985173,fade,2,5000.0,6048.428571428572,vou
RN,L,2025-01-17 13:50:00+08:00,57912.0,2025-01-17 13:55:00+08:00,57865.0,-12.17364276833817,fade,3,5000.0,57538.78571428572,vou
SR,L,2025-01-17 13:40:00+08:00,29343.0,2025-01-17 14:00:00+08:00,29424.0,31.574072180758613,fade,2,5719.0,29181.928571428572,sm
GL,L,2025-01-17 13:45:00+08:00,9285.4,2025-01-17 14:10:00+08:00,9280.7,-15.185129342835769,fade,6,5000.0,9268.671428571428,vod
AF,L,2025-01-17 14:00:00+08:00,6384.0,2025-01-17 14:10:00+08:00,6383.0,-0.7832080200501252,fade,1,5000.0,6361.857142857143,sm
SR,L,2025-01-17 14:05:00+08:00,29398.0,2025-01-17 14:10:00+08:00,29448.0,38.90740866725628,fade,4,5719.0,29175.14285714286,sm
SV,S,2025-01-17 14:05:00+08:00,31.44,2025-01-17 14:10:00+08:00,31.47,-9.541984732823659,fade,2,5000.0,31.907857142857143,vod
SF,S,2025-01-17 14:05:00+08:00,1443.4,2025-01-17 14:10:00+08:00,1444.4,-3.464043231259526,fade,1,5000.0,1449.8714285714286,vod
YD,L,2025-01-17 14:05:00+08:00,4264.0,2025-01-17 14:10:00+08:00,4261.0,-3.5178236397748592,fade,1,5000.0,4231.857142857143,vod
NM,L,2025-01-17 14:05:00+08:00,15975.0,2025-01-17 14:10:00+08:00,15985.0,5.276995305164319,fade,6,1405.0,15858.214285714286,vod
AL,L,2025-01-17 14:10:00+08:00,6067.0,2025-01-17 14:20:00+08:00,6068.0,3.2965221691115874,fade,4,5000.0,6043.428571428572,vou
AL,L,2025-01-17 14:30:00+08:00,6062.0,2025-01-17 14:35:00+08:00,6077.0,12.372154404486968,fade,1,5000.0,6035.714285714285,vou
Si,L,2025-01-17 14:40:00+08:00,105450.0,2025-01-17 14:45:00+08:00,105306.71428571429,-9.511616880037657,stop,7,1000.0,105306.71428571429,vyf
GL,L,2025-01-17 14:45:00+08:00,9267.7,2025-01-17 14:50:00+08:00,9274.1,10.358557139311213,fade,3,5000.0,9250.628571428573,vod
Si,L,2025-01-17 14:45:00+08:00,105330.0,2025-01-17 14:50:00+08:00,105403.0,4.158359441754485,fade,6,1000.0,105168.71428571429,vyf
NM,L,2025-01-17 14:45:00+08:00,16001.0,2025-01-17 15:00:00+08:00,16029.0,12.29298168864446,fade,5,1405.0,15901.57142857143,vod
SN,L,2025-01-17 14:25:00+08:00,26147.0,2025-01-17 15:05:00+08:00,26082.0,-87.00806975943702,fade,7,5000.0,25929.5,vou
YD,L,2025-01-17 15:15:00+08:00,4254.0,2025-01-17 15:25:00+08:00,4253.0,-4.701457451810061,fade,4,5000.0,4229.0,vod
HY,L,2025-01-17 15:20:00+08:00,5697.0,2025-01-17 15:25:00+08:00,5696.0,-4.739336492890995,fade,9,3000.0,5661.285714285715,vou
SN,L,2025-01-17 15:30:00+08:00,25944.0,2025-01-17 15:35:00+08:00,25949.0,1.9272278754239902,fade,2,5000.0,25747.571428571428,vou
SN,L,2025-01-17 15:45:00+08:00,25856.0,2025-01-17 16:05:00+08:00,26003.0,198.98669554455444,fade,7,5000.0,25650.285714285714,vou
AL,L,2025-01-17 15:45:00+08:00,6095.0,2025-01-17 16:15:00+08:00,6077.0,-29.532403609515995,fade,2,5000.0,6073.714285714285,vou
SN,L,2025-01-17 16:10:00+08:00,26102.0,2025-01-17 16:15:00+08:00,26096.0,-5.746686077695196,fade,5,5000.0,25789.5,vou
HY,L,2025-01-17 16:25:00+08:00,5701.0,2025-01-17 16:30:00+08:00,5715.0,22.101385721803194,fade,3,3000.0,5670.642857142857,vou
YD,L,2025-01-17 16:30:00+08:00,4270.0,2025-01-17 16:35:00+08:00,4271.0,1.17096018735363,fade,1,5000.0,4246.071428571428,vod
SF,S,2025-01-17 16:25:00+08:00,1441.2,2025-01-17 16:45:00+08:00,1441.4,-2.0815986677773255,fade,3,5000.0,1447.2428571428572,vod
AF,L,2025-01-17 16:25:00+08:00,6406.0,2025-01-17 16:55:00+08:00,6386.142857142857,-30.99772534677352,stop,2,5000.0,6386.142857142857,sm
AF,L,2025-01-17 16:55:00+08:00,6386.0,2025-01-17 17:00:00+08:00,6383.0,-2.348888192922017,fade,1,5000.0,6370.142857142857,sm
AL,L,2025-01-17 17:00:00+08:00,6053.0,2025-01-17 17:10:00+08:00,6055.0,3.3041467041136623,fade,2,5000.0,6030.714285714285,vou
SN,L,2025-01-17 17:05:00+08:00,26050.0,2025-01-17 17:10:00+08:00,26033.0,-16.314779270633398,fade,5,5000.0,25778.571428571428,vou
RN,L,2025-01-17 17:05:00+08:00,57670.0,2025-01-17 17:15:00+08:00,57650.0,-3.468007629616785,fade,2,5000.0,57393.21428571428,vou
HY,L,2025-01-17 17:10:00+08:00,5726.0,2025-01-17 17:15:00+08:00,5725.0,-2.619629758994062,fade,5,3000.0,5695.285714285715,vou
RN,L,2025-01-17 17:25:00+08:00,57529.0,2025-01-17 17:30:00+08:00,57526.0,-0.7822141876271098,fade,3,5000.0,57260.78571428572,vou
SF,S,2025-01-17 17:30:00+08:00,1447.8,2025-01-17 17:35:00+08:00,1445.4,16.576875259012734,fade,2,5000.0,1455.985714285714,vod
GL,L,2025-01-17 17:45:00+08:00,9278.2,2025-01-17 17:50:00+08:00,9276.9,-2.101700760925219,fade,3,5000.0,9269.642857142859,vod
SV,S,2025-01-17 17:50:00+08:00,31.56,2025-01-17 17:55:00+08:00,31.55,3.1685678073504473,fade,2,5000.0,31.727857142857147,vod
AL,L,2025-01-17 17:50:00+08:00,6048.0,2025-01-17 17:55:00+08:00,6047.0,-0.8267195767195766,fade,1,5000.0,6034.285714285715,vou
RN,L,2025-01-17 18:00:00+08:00,57520.0,2025-01-17 18:05:00+08:00,57500.0,-1.7385257301808066,fade,1,5000.0,57300.357142857145,vou
YD,L,2025-01-17 18:05:00+08:00,4255.0,2025-01-17 18:20:00+08:00,4260.0,5.875440658049354,fade,1,5000.0,4237.857142857143,vod
SF,S,2025-01-17 18:35:00+08:00,1452.4,2025-01-17 18:40:00+08:00,1453.0,-8.262186725418742,fade,4,5000.0,1463.8428571428572,vod
NG,S,2025-01-17 18:55:00+08:00,3.463,2025-01-17 19:00:00+08:00,3.453,14.438348252960195,fade,1,5000.0,3.5037142857142856,vyf
GL,L,2025-01-17 18:45:00+08:00,9260.2,2025-01-17 19:10:00+08:00,9251.7,-18.358134813502947,fade,4,5000.0,9251.314285714287,vod
SV,S,2025-01-17 19:00:00+08:00,31.47,2025-01-17 19:10:00+08:00,31.49,-3.177629488401585,fade,1,5000.0,31.63785714285714,vod
NM,L,2025-01-17 19:00:00+08:00,15969.0,2025-01-17 19:10:00+08:00,15939.0,-13.197445049783955,fade,5,1405.0,15914.785714285714,vod
YD,L,2025-01-17 19:05:00+08:00,4263.0,2025-01-17 19:10:00+08:00,4261.0,-2.345765892563922,fade,1,5000.0,4242.642857142857,vod
NG,S,2025-01-17 19:10:00+08:00,3.434,2025-01-17 19:15:00+08:00,3.442,-23.29644729178802,fade,2,5000.0,3.476142857142857,vyf
NG,S,2025-01-17 19:20:00+08:00,3.41,2025-01-17 19:25:00+08:00,3.43,-58.65102639296193,fade,2,5000.0,3.4603571428571427,vyf
SV,S,2025-01-17 19:30:00+08:00,31.45,2025-01-17 19:35:00+08:00,31.45,-0.0,fade,2,5000.0,31.596428571428575,vod
SF,S,2025-01-17 19:05:00+08:00,1446.2,2025-01-17 19:40:00+08:00,1455.3285714285714,-31.560542900606336,stop,1,5000.0,1455.3285714285714,vod
BR,S,2025-01-17 19:35:00+08:00,80.62,2025-01-17 19:40:00+08:00,80.57,3.7211610022335426,fade,2,3000.0,81.11285714285714,vyf
RN,L,2025-01-17 19:45:00+08:00,57850.0,2025-01-17 19:50:00+08:00,57616.0,-80.89887640449439,fade,4,5000.0,57594.642857142855,vou
AL,L,2025-01-17 19:45:00+08:00,6060.0,2025-01-17 19:55:00+08:00,6056.0,-6.600660066006601,fade,2,5000.0,6050.0,vou
GL,L,2025-01-17 20:00:00+08:00,9243.3,2025-01-17 20:05:00+08:00,9239.7,-7.7894258543995,fade,4,5000.0,9234.414285714285,vod
SV,S,2025-01-17 19:50:00+08:00,31.4,2025-01-17 20:10:00+08:00,31.41,-1.5923566878983382,fade,1,5000.0,31.557142857142857,vod
SN,L,2025-01-17 20:15:00+08:00,26200.0,2025-01-17 20:20:00+08:00,26144.0,-42.74809160305344,fade,4,5000.0,26086.428571428572,vou
SN,L,2025-01-17 20:25:00+08:00,26180.0,2025-01-17 20:30:00+08:00,26169.0,-8.403361344537815,fade,4,5000.0,26037.14285714286,vou
YD,L,2025-01-17 20:25:00+08:00,4272.0,2025-01-17 20:30:00+08:00,4273.0,2.3408239700374533,fade,2,5000.0,4258.071428571428,vod
NM,L,2025-01-17 20:25:00+08:00,15939.0,2025-01-17 20:30:00+08:00,15938.0,-0.6170399648660518,fade,7,1405.0,15898.5,vod
SV,S,2025-01-17 20:25:00+08:00,31.39,2025-01-17 20:30:00+08:00,31.39,-0.0,fade,1,5000.0,31.565,vod
YD,L,2025-01-17 20:35:00+08:00,4275.0,2025-01-17 20:40:00+08:00,4266.0,-42.10526315789473,fade,4,5000.0,4262.5,vod
RN,L,2025-01-17 20:40:00+08:00,57482.0,2025-01-17 20:45:00+08:00,57625.0,49.754705820952644,fade,4,5000.0,57113.07142857143,vou
Si,L,2025-01-17 20:45:00+08:00,105305.0,2025-01-20 06:55:00+08:00,105319.0,1.1965243815583306,fade,9,1000.0,105245.28571428571,vyf
NG,S,2025-01-17 20:45:00+08:00,3.41,2025-01-20 06:55:00+08:00,3.365,65.982404692082,fade,1,5000.0,3.444642857142857,vyf
GL,L,2025-01-20 07:00:00+08:00,9247.4,2025-01-20 07:15:00+08:00,9232.285714285714,-24.516543646245225,stop,3,5000.0,9232.285714285714,vod
NM,L,2025-01-20 07:00:00+08:00,16056.0,2025-01-20 07:15:00+08:00,15987.42857142857,-72.00512491992394,stop,12,1405.0,15987.42857142857,vod
Si,L,2025-01-20 07:05:00+08:00,105142.0,2025-01-20 07:15:00+08:00,105003.14285714286,-1.3206629401870322,stop,1,1000.0,105003.14285714286,vyf
Si,L,2025-01-20 07:15:00+08:00,104957.0,2025-01-20 07:25:00+08:00,105032.0,5.002048457939918,fade,7,1000.0,104773.57142857143,vyf
HY,L,2025-01-20 07:25:00+08:00,5800.0,2025-01-20 07:35:00+08:00,5769.0,-16.03448275862069,fade,1,3000.0,5725.357142857143,vou
SN,L,2025-01-20 07:30:00+08:00,26421.0,2025-01-20 07:35:00+08:00,26406.0,-2.838651073010106,fade,1,5000.0,25983.5,vou
HY,L,2025-01-20 07:40:00+08:00,5768.0,2025-01-20 07:45:00+08:00,5774.0,3.1206657420249653,fade,1,3000.0,5670.857142857143,vou
SN,L,2025-01-20 07:40:00+08:00,26271.0,2025-01-20 07:45:00+08:00,26306.0,6.661337596589395,fade,1,5000.0,25772.785714285714,vou
RN,L,2025-01-20 07:45:00+08:00,57694.0,2025-01-20 07:50:00+08:00,57669.0,-2.166603112975353,fade,1,5000.0,56876.857142857145,vou
YD,L,2025-01-17 20:45:00+08:00,4275.0,2025-01-20 08:05:00+08:00,4254.642857142857,-71.42857142857235,stop,3,5000.0,4254.642857142857,vod
RN,L,2025-01-20 08:00:00+08:00,57654.0,2025-01-20 08:10:00+08:00,57570.0,-7.284837131855553,fade,1,5000.0,56849.0,vou
AF,L,2025-01-17 17:10:00+08:00,6384.0,2025-01-20 08:20:00+08:00,6418.0,133.1453634085213,fade,5,5000.0,6367.857142857143,sm
RN,L,2025-01-20 08:15:00+08:00,57342.0,2025-01-20 08:20:00+08:00,57430.0,7.673258693453315,fade,1,5000.0,56728.42857142857,vou
SR,L,2025-01-17 15:45:00+08:00,29430.0,2025-01-20 08:25:00+08:00,29371.0,-22.93041114509004,fade,2,5719.0,29299.64285714286,sm
GL,L,2025-01-20 07:15:00+08:00,9223.9,2025-01-20 08:25:00+08:00,9237.1,14.310649508343248,fade,2,5000.0,9204.914285714285,vod
NM,L,2025-01-20 07:15:00+08:00,15993.0,2025-01-20 08:30:00+08:00,15962.0,-21.78703182642406,fade,8,1405.0,15891.42857142857,vod
SV,S,2025-01-20 07:15:00+08:00,31.6,2025-01-20 08:30:00+08:00,31.48,18.987341772152057,fade,1,5000.0,31.817857142857143,vod
YD,L,2025-01-20 08:05:00+08:00,4247.0,2025-01-20 08:30:00+08:00,4256.0,10.595714622086177,fade,1,5000.0,4158.071428571428,vod
BR,S,2025-01-20 08:25:00+08:00,80.54,2025-01-20 08:30:00+08:00,80.57,-1.1174571641415543,fade,1,3000.0,81.03285714285715,vyf
SF,S,2025-01-20 07:00:00+08:00,1469.8,2025-01-20 08:40:00+08:00,1432.2,383.72567696285114,fade,3,5000.0,1484.3714285714284,vod
NM,L,2025-01-20 08:35:00+08:00,15888.0,2025-01-20 08:40:00+08:00,15878.0,-5.305891238670695,fade,6,1405.0,15768.857142857143,vod
YD,L,2025-01-20 08:40:00+08:00,4258.0,2025-01-20 08:45:00+08:00,4268.0,23.485204321277596,fade,2,5000.0,4177.285714285715,vod
GL,L,2025-01-20 08:50:00+08:00,9226.5,2025-01-20 09:00:00+08:00,9213.242857142857,-50.28992575732904,stop,7,5000.0,9213.242857142857,vod
HY,L,2025-01-20 08:50:00+08:00,5712.0,2025-01-20 09:00:00+08:00,5720.0,16.80672268907563,fade,4,3000.0,5620.214285714285,vou
HY,L,2025-01-20 09:10:00+08:00,5692.0,2025-01-20 09:15:00+08:00,5680.0,-69.57132817990161,fade,11,3000.0,5605.928571428572,vou
RN,L,2025-01-20 09:15:00+08:00,56996.0,2025-01-20 09:20:00+08:00,57076.0,14.03607270685662,fade,2,5000.0,56208.142857142855,vou
SF,S,2025-01-20 09:15:00+08:00,1435.8,2025-01-20 09:20:00+08:00,1435.2,2.089427496865542,fade,1,5000.0,1457.2714285714285,vod
HY,L,2025-01-20 09:30:00+08:00,5634.0,2025-01-20 09:35:00+08:00,5636.0,4.259850905218317,fade,4,3000.0,5534.0,vou
SV,S,2025-01-20 09:35:00+08:00,31.48,2025-01-20 09:40:00+08:00,31.48,-0.0,fade,3,5000.0,31.63714285714286,vod
AL,L,2025-01-20 09:40:00+08:00,5950.0,2025-01-20 09:45:00+08:00,5956.0,35.294117647058826,fade,7,5000.0,5917.857142857143,vou
SN,L,2025-01-20 09:45:00+08:00,26166.0,2025-01-20 09:50:00+08:00,26182.0,21.401819154628143,fade,7,5000.0,25866.714285714286,vou
RN,L,2025-01-20 09:45:00+08:00,56679.0,2025-01-20 09:50:00+08:00,56535.0,-50.812470227068225,fade,4,5000.0,55885.78571428572,vou
SF,S,2025-01-20 09:50:00+08:00,1425.4,2025-01-20 10:00:00+08:00,1430.0,-80.6791076189124,fade,5,5000.0,1440.357142857143,vod
BR,S,2025-01-20 09:50:00+08:00,80.07,2025-01-20 10:00:00+08:00,80.26,-21.35631322592866,fade,3,3000.0,80.62714285714286,vyf
AF,L,2025-01-20 09:55:00+08:00,6352.0,2025-01-20 10:00:00+08:00,6312.857142857143,-123.24577186038061,stop,4,5000.0,6312.857142857143,sm
YD,L,2025-01-20 10:00:00+08:00,4226.0,2025-01-20 10:05:00+08:00,4223.0,-3.549455750118315,fade,1,5000.0,4162.785714285715,vod
NM,L,2025-01-20 10:10:00+08:00,15756.0,2025-01-20 10:15:00+08:00,15825.0,12.305788271134805,fade,2,1405.0,15627.214285714286,vod
YD,L,2025-01-20 10:40:00+08:00,4243.0,2025-01-20 10:45:00+08:00,4236.0,-8.248880509073768,fade,1,5000.0,4175.142857142857,vod
SV,S,2025-01-20 10:50:00+08:00,31.4,2025-01-20 10:55:00+08:00,31.41,-1.5923566878983382,fade,1,5000.0,31.546428571428567,vod
GL,L,2025-01-20 10:50:00+08:00,9216.2,2025-01-20 11:05:00+08:00,9219.2,1.6275688461621927,fade,1,5000.0,9205.757142857143,vod
AL,L,2025-01-20 09:55:00+08:00,5872.0,2025-01-20 11:15:00+08:00,5905.0,112.39782016348774,fade,4,5000.0,5828.571428571428,vou
SR,L,2025-01-20 09:55:00+08:00,29133.0,2025-01-20 11:15:00+08:00,29080.0,-41.61699790615453,fade,4,5719.0,28870.85714285714,sm
SN,L,2025-01-20 10:00:00+08:00,26189.0,2025-01-20 11:15:00+08:00,26500.0,59.37607392416663,fade,1,5000.0,25878.285714285714,vou
SF,S,2025-01-20 10:55:00+08:00,1440.4,2025-01-20 11:15:00+08:00,1442.0,-5.554012774229064,fade,1,5000.0,1453.0428571428572,vod
RN,L,2025-01-20 10:00:00+08:00,56546.0,2025-01-20 11:20:00+08:00,56714.0,14.855162168853676,fade,1,5000.0,55769.92857142857,vou
AF,L,2025-01-20 10:00:00+08:00,6363.0,2025-01-20 11:25:00+08:00,6410.0,147.72905862014773,fade,4,5000.0,6318.857142857143,sm
HY,L,2025-01-20 10:00:00+08:00,5640.0,2025-01-20 11:30:00+08:00,5665.0,26.595744680851066,fade,2,3000.0,5564.285714285715,vou
SN,L,2025-01-20 11:20:00+08:00,26644.0,2025-01-20 11:30:00+08:00,26695.0,9.570635039783816,fade,1,5000.0,26293.285714285714,vou
SV,S,2025-01-20 11:10:00+08:00,31.43,2025-01-20 11:35:00+08:00,31.38,7.9541839007318975,fade,1,5000.0,31.587142857142855,vod
HY,L,2025-01-20 11:35:00+08:00,5636.0,2025-01-20 11:40:00+08:00,5665.0,154.36479772888572,fade,10,3000.0,5589.571428571428,vou
SF,S,2025-01-20 11:25:00+08:00,1444.6,2025-01-20 11:45:00+08:00,1444.6,-0.0,fade,1,5000.0,1455.6999999999998,vod
SN,L,2025-01-20 11:40:00+08:00,27221.0,2025-01-20 11:45:00+08:00,27159.0,-45.553065647845415,fade,4,5000.0,26699.571428571428,vou
SV,S,2025-01-20 11:40:00+08:00,31.39,2025-01-20 11:45:00+08:00,31.38,6.371455877669042,fade,4,5000.0,31.579285714285714,vod
AL,L,2025-01-20 12:10:00+08:00,5904.0,2025-01-20 12:15:00+08:00,5911.0,5.928184281842818,fade,1,5000.0,5885.714285714285,vou
SN,L,2025-01-20 12:15:00+08:00,27132.0,2025-01-20 12:20:00+08:00,27230.0,54.179566563467496,fade,3,5000.0,26398.428571428572,vou
GL,L,2025-01-20 12:20:00+08:00,9199.2,2025-01-20 12:25:00+08:00,9193.0,-6.739716497087493,fade,2,5000.0,9187.014285714286,vod
RN,L,2025-01-20 12:15:00+08:00,56200.0,2025-01-20 12:30:00+08:00,56175.0,-4.448398576512456,fade,2,5000.0,55679.28571428572,vou
AL,L,2025-01-20 12:30:00+08:00,5900.0,2025-01-20 12:35:00+08:00,5911.0,27.966101694915253,fade,3,5000.0,5877.285714285715,vou
HY,L,2025-01-20 12:20:00+08:00,5668.0,2025-01-20 12:40:00+08:00,5639.0,-107.44530698659139,fade,7,3000.0,5610.142857142857,vou
BR,S,2025-01-20 12:40:00+08:00,80.68,2025-01-20 12:45:00+08:00,80.79,-12.270699058006876,fade,3,3000.0,81.09785714285714,vyf
YD,L,2025-01-20 12:40:00+08:00,4241.0,2025-01-20 12:50:00+08:00,4252.0,51.87455788729073,fade,4,5000.0,4201.357142857143,vod
NM,L,2025-01-20 12:40:00+08:00,15781.0,2025-01-20 12:50:00+08:00,15851.0,49.85742348393639,fade,8,1405.0,15694.214285714286,vod
Si,L,2025-01-20 12:45:00+08:00,104420.0,2025-01-20 12:50:00+08:00,104523.0,6.904807508140204,fade,7,1000.0,104256.0,vyf
AL,L,2025-01-20 12:45:00+08:00,5944.0,2025-01-20 12:50:00+08:00,5944.0,0.0,fade,1,5000.0,5914.285714285715,vou
GL,L,2025-01-20 12:45:00+08:00,9187.5,2025-01-20 12:55:00+08:00,9194.5,11.428571428571429,fade,3,5000.0,9175.7,vod
AF,L,2025-01-20 11:35:00+08:00,6417.0,2025-01-20 13:00:00+08:00,6449.0,49.86753934860527,fade,2,5000.0,6384.285714285715,sm
SF,S,2025-01-20 12:55:00+08:00,1433.4,2025-01-20 13:10:00+08:00,1439.8,-22.32454304450908,fade,1,5000.0,1444.4571428571428,vod
SV,S,2025-01-20 13:05:00+08:00,31.46,2025-01-20 13:10:00+08:00,31.48,-6.357279084551676,fade,2,5000.0,31.610000000000003,vod
NG,S,2025-01-20 10:15:00+08:00,3.371,2025-01-20 13:20:00+08:00,3.3842142857142856,-19.599949146077755,stop,1,5000.0,3.3842142857142856,vyf
RN,L,2025-01-20 13:15:00+08:00,56766.0,2025-01-20 13:20:00+08:00,56725.0,-7.222633266391854,fade,2,5000.0,56027.78571428572,vou
YD,L,2025-01-20 13:20:00+08:00,4279.0,2025-01-20 13:25:00+08:00,4284.0,29.212432811404533,fade,5,5000.0,4231.857142857143,vod
GL,L,2025-01-20 13:25:00+08:00,9188.1,2025-01-20 13:35:00+08:00,9173.357142857143,-24.068399031666907,stop,3,5000.0,9173.357142857143,vod
GL,L,2025-01-20 13:35:00+08:00,9173.2,2025-01-20 13:40:00+08:00,9170.6,-4.2515152836529735,fade,3,5000.0,9157.657142857144,vod
SV,S,2025-01-20 13:30:00+08:00,31.46,2025-01-20 13:45:00+08:00,31.37,28.607755880483108,fade,2,5000.0,31.652857142857144,vod
BR,S,2025-01-20 13:30:00+08:00,80.56,2025-01-20 13:50:00+08:00,79.67,33.14299900695136,fade,1,3000.0,81.10642857142857,vyf
AF,L,2025-01-20 13:05:00+08:00,6443.0,2025-01-20 14:00:00+08:00,6442.0,-2.3281080242123235,fade,3,5000.0,6404.285714285715,sm
NG,S,2025-01-20 13:20:00+08:00,3.386,2025-01-20 14:05:00+08:00,3.364,129.94683992912132,fade,4,5000.0,3.4106428571428578,vyf
SR,L,2025-01-20 11:35:00+08:00,29176.0,2025-01-20 14:10:00+08:00,29240.0,25.09021113243762,fade,2,5719.0,28901.0,sm
GL,L,2025-01-20 14:05:00+08:00,9208.5,2025-01-20 14:10:00+08:00,9202.7,-6.298528533419419,fade,2,5000.0,9186.942857142856,vod
YD,L,2025-01-20 14:05:00+08:00,4269.0,2025-01-20 14:10:00+08:00,4270.0,2.3424689622862496,fade,2,5000.0,4227.214285714285,vod
SV,S,2025-01-20 14:00:00+08:00,31.45,2025-01-20 14:15:00+08:00,31.53,-12.718600953895367,fade,1,5000.0,31.960714285714285,vod
SF,S,2025-01-20 14:00:00+08:00,1435.8,2025-01-20 14:15:00+08:00,1439.4,-12.536564981195628,fade,1,5000.0,1448.3999999999999,vod
SN,L,2025-01-20 14:20:00+08:00,27755.0,2025-01-20 14:35:00+08:00,27770.0,8.106647450909747,fade,3,5000.0,27276.428571428572,vou
NM,L,2025-01-20 14:35:00+08:00,15879.0,2025-01-20 14:40:00+08:00,15868.0,-6.813086466402166,fade,7,1405.0,15801.642857142857,vod
AF,L,2025-01-20 14:25:00+08:00,6466.0,2025-01-20 14:45:00+08:00,6442.714285714285,-18.00627457911744,stop,1,5000.0,6442.714285714285,sm
AL,L,2025-01-20 14:45:00+08:00,5914.0,2025-01-20 14:50:00+08:00,5907.0,-35.50896178559351,fade,6,5000.0,5891.428571428572,vou
RN,L,2025-01-20 14:45:00+08:00,56402.0,2025-01-20 14:50:00+08:00,56301.0,-17.90716641253856,fade,2,5000.0,56023.07142857143,vou
AF,L,2025-01-20 14:45:00+08:00,6442.0,2025-01-20 15:00:00+08:00,6415.0,-83.8248990996585,stop,4,5000.0,6415.0,sm
NM,L,2025-01-20 15:00:00+08:00,15750.0,2025-01-20 15:10:00+08:00,15786.0,67.44000000000001,fade,21,1405.0,15673.92857142857,vod
RN,L,2025-01-20 15:00:00+08:00,56150.0,2025-01-20 15:15:00+08:00,56335.0,32.947462154942116,fade,2,5000.0,55679.28571428572,vou
AL,L,2025-01-20 15:00:00+08:00,5881.0,2025-01-20 15:20:00+08:00,5895.0,71.41642577792891,fade,6,5000.0,5858.285714285715,vou
NM,L,2025-01-20 15:15:00+08:00,15723.0,2025-01-20 15:20:00+08:00,15698.0,-24.573872670609937,fade,11,1405.0,15603.642857142857,vod
YD,L,2025-01-20 15:30:00+08:00,4242.0,2025-01-20 15:35:00+08:00,4240.0,-7.072135785007072,fade,3,5000.0,4191.285714285715,vod
AF,L,2025-01-20 15:00:00+08:00,6410.0,2025-01-20 16:15:00+08:00,6388.0,-34.321372854914195,fade,2,5000.0,6379.142857142857,sm
HY,L,2025-01-20 16:10:00+08:00,5628.0,2025-01-20 16:15:00+08:00,5628.0,0.0,fade,7,3000.0,5593.714285714285,vou
SR,L,2025-01-20 15:45:00+08:00,28967.0,2025-01-20 16:25:00+08:00,28988.0,12.438188283218835,fade,3,5719.0,28578.428571428572,sm
HY,L,2025-01-20 16:30:00+08:00,5615.0,2025-01-20 16:35:00+08:00,5617.0,8.54853072128228,fade,8,3000.0,5579.285714285715,vou
SV,S,2025-01-20 16:25:00+08:00,31.55,2025-01-20 16:45:00+08:00,31.55,-0.0,fade,3,5000.0,31.853571428571424,vod
BR,S,2025-01-20 17:20:00+08:00,79.6,2025-01-20 17:30:00+08:00,79.64,-10.552763819097127,fade,7,3000.0,80.3892857142857,vyf
SR,L,2025-01-20 17:20:00+08:00,28979.0,2025-01-20 17:35:00+08:00,28940.0,-7.696642396217951,fade,1,5719.0,28741.85714285714,sm
