entry_time,session,dow,hour,month,adx,atr_pct,atr_percentile,di_spread,close,divergence,dir,ret_pct,pnl_net,bars_held,reason,entry_px,exit_px
2026-04-07 18:35:00+08:00,close,1,18.58,4,8.76,0.3773,33.0,-3.03,101.1,2.5419,SHORT,0.731948565776454,367.7282633847796,10,time_stop,101.1,100.36
2026-04-07 19:25:00+08:00,close,1,19.42,4,28.15,0.5309,83.0,-30.53,100.36,4.3655,SHORT,1.5544041450777224,786.0322129741052,10,time_stop,100.36,98.8
2026-04-07 20:15:00+08:00,close,1,20.25,4,58.72,0.9521,87.0,-31.49,98.8,2.3638,SHORT,8.785425101214567,4486.45217232004,10,time_stop,98.8,90.12
2026-04-08 09:20:00+08:00,open,2,9.33,4,71.49,1.3973,97.0,-62.24,90.12,5.3125,SHORT,-0.2774079005770084,-149.949903537823,10,time_stop,90.12,90.37
2026-04-08 11:35:00+08:00,open,2,11.58,4,43.46,0.3672,21.0,-28.9,89.28,-2.6088,LONG,-0.3136200716845891,-169.02779745914881,10,time_stop,89.28,89.0
2026-04-08 13:25:00+08:00,mid,2,13.42,4,41.17,0.6557,52.0,-11.85,88.13,-3.0669,LONG,1.2935436287302855,685.8223228136868,10,time_stop,88.13,89.27
2026-04-08 14:15:00+08:00,mid,2,14.25,4,25.51,0.6105,46.0,19.6,89.27,2.9618,SHORT,-1.7363055897837987,-931.2083060854169,10,time_stop,89.27,90.82
2026-04-08 15:05:00+08:00,mid,2,15.08,4,61.66,0.5427,41.0,29.46,90.82,3.7465,SHORT,0.5835719004624388,307.5895581826112,10,time_stop,90.82,90.29
2026-04-08 16:00:00+08:00,mid,2,16.0,4,39.38,0.4381,24.0,-0.76,90.17,2.0918,SHORT,-0.11090163025395842,-61.0047622981794,10,time_stop,90.17,90.27
2026-04-08 16:50:00+08:00,mid,2,16.83,4,19.18,0.3838,17.0,-2.27,90.27,-5.2258,LONG,0.38772571175363746,204.16962583464337,10,time_stop,90.27,90.62
2026-04-08 17:40:00+08:00,close,2,17.67,4,20.14,0.391,31.0,0.92,90.62,-5.1681,LONG,0.16552637386889368,86.18612325541258,10,time_stop,90.62,90.77
2026-04-08 18:30:00+08:00,close,2,18.5,4,20.36,0.495,59.0,6.01,90.77,-2.943,LONG,1.9279497631376006,1025.9687330716956,10,time_stop,90.77,92.52
2026-04-09 09:10:00+08:00,open,3,9.17,4,27.36,0.324,4.0,25.05,93.03,5.6938,SHORT,-0.26873051703751477,-146.6636945721895,10,time_stop,93.03,93.28
2026-04-09 10:00:00+08:00,open,3,10.0,4,37.18,0.2933,9.0,18.46,93.28,2.7671,SHORT,-0.1929674099485341,-105.73719974104496,10,time_stop,93.28,93.46
2026-04-09 11:05:00+08:00,open,3,11.08,4,21.2,0.2248,11.0,0.88,93.4,-2.2164,LONG,-0.6102783725910144,-329.7564297528579,10,time_stop,93.4,92.83
2026-04-09 12:20:00+08:00,mid,3,12.33,4,24.82,0.2406,21.0,0.31,92.94,2.7167,SHORT,-0.20443296750591536,-111.45581363043041,10,time_stop,92.94,93.13
2026-04-09 14:30:00+08:00,mid,3,14.5,4,28.5,0.2515,29.0,17.17,93.45,-2.6941,LONG,-0.39593365436062555,-213.7668866611189,10,time_stop,93.45,93.08
2026-04-09 15:20:00+08:00,mid,3,15.33,4,31.44,0.3323,79.0,-21.05,93.08,2.6756,SHORT,2.116458960034378,1127.7354007701751,10,time_stop,93.08,91.11
2026-04-09 17:05:00+08:00,close,3,17.08,4,23.22,0.5644,86.0,-11.31,90.62,-2.4599,LONG,0.12138600750386166,63.47856420619077,10,time_stop,90.62,90.73
2026-04-09 17:55:00+08:00,close,3,17.92,4,20.4,0.4314,71.0,2.92,90.73,-3.6332,LONG,0.7274330430948932,390.6259545506237,10,time_stop,90.73,91.39
2026-04-09 18:45:00+08:00,close,3,18.75,4,35.38,0.4572,72.0,9.67,91.39,-2.8386,LONG,0.393916183389867,211.3823638236524,10,time_stop,91.39,91.75
2026-04-09 19:55:00+08:00,close,3,19.92,4,48.7,0.2252,2.0,19.91,91.98,2.3262,SHORT,0.6523157208088808,352.04550002413856,10,time_stop,91.98,91.38
2026-04-10 09:10:00+08:00,open,4,9.17,4,40.65,0.2757,31.0,38.09,92.5,-3.3876,LONG,-0.8540540540540608,-467.0426631776499,10,time_stop,92.5,91.71
2026-04-10 10:00:00+08:00,open,4,10.0,4,26.03,0.4494,61.0,-9.06,91.71,-2.0334,LONG,-0.6324283066186875,-344.8879338330738,10,time_stop,91.71,91.13
2026-04-10 10:50:00+08:00,open,4,10.83,4,34.32,0.29,27.0,-31.04,91.13,-2.6169,LONG,0.14265335235379092,75.09733609873095,10,time_stop,91.13,91.26
2026-04-10 12:30:00+08:00,mid,4,12.5,4,37.21,0.277,33.0,-12.0,91.04,4.0253,SHORT,-0.021968365553598438,-13.881103091661902,10,time_stop,91.04,91.06
2026-04-10 13:20:00+08:00,mid,4,13.33,4,25.85,0.3553,51.0,-3.92,91.06,3.3435,SHORT,0.08785416209092718,45.50787675968264,10,time_stop,91.06,90.98
2026-04-10 14:10:00+08:00,mid,4,14.17,4,15.97,0.3164,53.0,-3.1,90.98,3.3098,SHORT,-0.2747856671795999,-150.65518427151505,10,time_stop,90.98,91.23
2026-04-10 15:15:00+08:00,mid,4,15.25,4,33.28,0.3581,75.0,29.72,91.75,2.0416,SHORT,-0.7629427792915563,-414.1666152323483,10,time_stop,91.75,92.45
2026-04-10 17:00:00+08:00,close,4,17.0,4,28.68,0.2598,16.0,-2.03,92.09,2.1358,SHORT,0.293191443153448,155.78444581704596,10,time_stop,92.09,91.82
2026-04-10 17:50:00+08:00,close,4,17.83,4,12.89,0.8168,96.0,-3.47,91.82,7.8801,SHORT,1.6880853844478299,907.7780197563897,10,time_stop,91.82,90.27
2026-04-10 18:40:00+08:00,close,4,18.67,4,23.78,0.4004,81.0,-23.4,90.27,-3.4071,LONG,-0.04431150991469153,-26.082403896361466,10,time_stop,90.27,90.23
2026-04-10 19:30:00+08:00,close,4,19.5,4,31.0,0.3578,57.0,-12.78,90.23,-4.0124,LONG,0.2881524991687808,154.56744082572715,10,time_stop,90.23,90.49
2026-04-10 20:20:00+08:00,close,4,20.33,4,16.95,0.1666,1.0,-1.31,90.49,-2.572,LONG,7.006299038567803,3810.2819717479942,10,time_stop,90.49,96.83
2026-04-13 09:25:00+08:00,open,0,9.42,4,54.36,0.6145,83.0,75.1,96.83,5.3221,SHORT,0.3408034699989655,189.93147789076497,10,time_stop,96.83,96.5
2026-04-13 10:15:00+08:00,open,0,10.25,4,56.58,0.1813,7.0,29.96,96.5,2.9012,SHORT,0.24870466321242993,138.30005613199768,10,time_stop,96.5,96.26
2026-04-13 12:25:00+08:00,mid,0,12.42,4,12.29,0.2028,16.0,3.87,96.5,2.0734,SHORT,0.3108808290155411,173.59004434551522,10,time_stop,96.5,96.2
2026-04-13 13:15:00+08:00,mid,0,13.25,4,26.33,0.2376,29.0,-5.58,96.2,3.6139,SHORT,1.7151767151767212,968.2456114653688,10,time_stop,96.2,94.55
2026-04-13 14:05:00+08:00,mid,0,14.08,4,57.31,0.5424,63.0,-39.11,94.55,2.0045,SHORT,-0.4547858276044493,-261.46614806688325,10,time_stop,94.55,94.98
2026-04-13 14:55:00+08:00,mid,0,14.92,4,37.68,0.5069,60.0,-6.72,94.98,5.1334,SHORT,-1.2739524110338951,-727.1547200694781,10,time_stop,94.98,96.19
2026-04-13 15:45:00+08:00,mid,0,15.75,4,33.03,0.3899,49.0,12.73,96.19,3.7717,SHORT,1.704958935440275,962.2918964511019,10,time_stop,96.19,94.55
2026-04-13 16:35:00+08:00,mid,0,16.58,4,40.62,0.4246,55.0,-33.58,94.55,3.6618,SHORT,0.1269169751454155,70.39244963282856,10,time_stop,94.55,94.43
2026-04-13 17:30:00+08:00,close,0,17.5,4,52.74,0.4788,51.0,-15.14,94.59,2.1194,SHORT,0.13743524685485745,76.44036154008404,10,time_stop,94.59,94.46
2026-04-13 18:20:00+08:00,close,0,18.33,4,38.33,0.2737,28.0,-3.35,94.46,3.9811,SHORT,1.0163031971204677,578.4375254249265,10,time_stop,94.46,93.5
2026-04-13 19:20:00+08:00,close,0,19.33,4,38.49,0.3485,40.0,-16.97,93.45,-2.0653,LONG,-0.11771000535045417,-69.56772397251969,10,time_stop,93.45,93.34
2026-04-14 09:10:00+08:00,open,1,9.17,4,22.06,0.2589,22.0,22.75,93.79,3.4088,SHORT,-0.45847105235098895,-265.0114045476608,10,time_stop,93.79,94.22
2026-04-14 10:00:00+08:00,open,1,10.0,4,46.64,0.2509,18.0,23.8,94.22,3.0312,SHORT,0.11674803651029445,64.82022875359111,10,time_stop,94.22,94.11
2026-04-14 12:10:00+08:00,mid,1,12.17,4,49.2,0.2556,44.0,-33.49,93.62,-2.3435,LONG,-0.26703695791497545,-154.92398345693505,10,time_stop,93.62,93.37
2026-04-14 13:00:00+08:00,mid,1,13.0,4,68.78,0.3703,84.0,-18.72,93.37,-4.1965,LONG,-0.9317768019706593,-534.8785997633677,10,time_stop,93.37,92.5
2026-04-14 13:50:00+08:00,mid,1,13.83,4,56.42,0.3166,73.0,-27.98,92.5,-4.1459,LONG,-1.0486486486486475,-598.9125391604598,10,time_stop,92.5,91.53
2026-04-14 14:40:00+08:00,mid,1,14.67,4,56.49,0.462,100.0,-21.53,91.53,-2.8464,LONG,0.42608980662078066,239.26319401144394,10,time_stop,91.53,91.92
2026-04-14 16:00:00+08:00,mid,1,16.0,4,27.89,0.3791,77.0,-12.35,91.57,-2.2481,LONG,-0.29485639401550295,-169.30814445131853,10,time_stop,91.57,91.3
2026-04-14 16:50:00+08:00,mid,1,16.83,4,40.51,0.2863,47.0,-13.26,91.3,-2.7219,LONG,0.08762322015333877,47.64520770080308,10,time_stop,91.3,91.38
2026-04-14 17:40:00+08:00,close,1,17.67,4,17.91,0.2204,22.0,-1.56,91.38,2.174,SHORT,0.04377325454146645,22.811300456284457,10,time_stop,91.38,91.34
2026-04-14 18:35:00+08:00,close,1,18.58,4,18.09,0.2606,39.0,-4.04,91.29,-2.5193,LONG,0.04381640924525363,22.84075869979624,10,time_stop,91.29,91.33
2026-04-14 19:35:00+08:00,close,1,19.58,4,14.22,0.1594,6.0,13.43,91.39,2.1476,SHORT,-0.2188423241054851,-126.09288088843847,10,time_stop,91.39,91.59
2026-04-14 20:25:00+08:00,close,1,20.42,4,24.15,0.1146,1.0,9.27,91.59,3.6539,SHORT,-1.2446773665247304,-707.0001402875939,10,time_stop,91.59,92.73
2026-04-15 09:30:00+08:00,open,2,9.5,4,45.81,0.2804,52.0,35.58,92.73,4.6008,SHORT,-0.3774398792192325,-214.45220957601398,10,time_stop,92.73,93.08
2026-04-15 10:20:00+08:00,open,2,10.33,4,33.15,0.2517,38.0,14.12,93.08,2.0284,SHORT,0.5371723248818221,299.78593310375555,10,time_stop,93.08,92.58
2026-04-15 12:05:00+08:00,mid,2,12.08,4,32.88,0.2887,71.0,-7.48,92.03,-2.019,LONG,-0.3042486145822027,-173.38434680518554,10,time_stop,92.03,91.75
2026-04-15 12:55:00+08:00,mid,2,12.92,4,30.97,0.2071,18.0,-16.09,91.75,-2.4683,LONG,-0.5122615803814702,-290.1147133174911,10,time_stop,91.75,91.28
2026-04-15 13:45:00+08:00,mid,2,13.75,4,54.79,0.2966,90.0,-22.09,91.28,-3.7245,LONG,0.9092900964066589,508.099129894402,10,time_stop,91.28,92.11
2026-04-15 14:35:00+08:00,mid,2,14.58,4,34.15,0.4102,100.0,21.25,92.11,-2.3776,LONG,0.39083704266637653,218.24707882848554,10,time_stop,92.11,92.47
2026-04-15 15:25:00+08:00,mid,2,15.42,4,29.51,0.3862,94.0,9.39,92.47,-3.5439,LONG,-0.3244295447172025,-185.17871476407456,10,time_stop,92.47,92.17
2026-04-15 16:40:00+08:00,mid,2,16.67,4,32.67,0.2097,14.0,-21.14,91.98,2.0057,SHORT,0.11959121548162582,65.4126072396948,10,time_stop,91.98,91.87
2026-04-15 17:30:00+08:00,close,2,17.5,4,27.48,0.1679,1.0,-12.15,91.87,4.0287,SHORT,0.3265483835855136,182.17950188425078,10,time_stop,91.87,91.57
2026-04-15 19:00:00+08:00,close,2,19.0,4,36.89,0.2258,29.0,-23.95,91.44,-2.0409,LONG,0.04374453193351515,22.712595163882714,10,time_stop,91.44,91.48
2026-04-15 19:50:00+08:00,close,2,19.83,4,22.03,0.1351,1.0,-5.62,91.48,-3.8249,LONG,0.06558810668998936,35.06013260311181,10,time_stop,91.48,91.54
2026-04-16 09:10:00+08:00,open,3,9.17,4,29.34,0.1615,20.0,56.81,92.46,4.6319,SHORT,0.021630975556993316,10.226233811053278,10,time_stop,92.46,92.44
2026-04-16 10:00:00+08:00,open,3,10.0,4,43.31,0.2194,49.0,19.18,92.44,2.9058,SHORT,0.10817827780181125,59.1499264662623,10,time_stop,92.44,92.34
2026-04-16 11:20:00+08:00,open,3,11.33,4,37.37,0.1504,32.0,-13.03,92.13,-2.2001,LONG,-0.22793878215564287,-130.91435002296734,10,time_stop,92.13,91.92
2026-04-16 12:10:00+08:00,mid,3,12.17,4,36.6,0.1725,49.0,-13.97,91.92,-3.77,LONG,0.46779808529154987,262.2643300681441,10,time_stop,91.92,92.35
2026-04-16 13:00:00+08:00,mid,3,13.0,4,30.05,0.181,67.0,6.28,92.35,-2.1857,LONG,1.0503519220357325,592.7328069227025,10,time_stop,92.35,93.32
2026-04-16 14:25:00+08:00,mid,3,14.42,4,50.14,0.2743,99.0,30.28,93.24,3.1875,SHORT,-0.09652509652510019,-56.940741681597785,10,time_stop,93.24,93.33
2026-04-16 15:15:00+08:00,mid,3,15.25,4,40.34,0.3069,99.0,-16.07,93.33,4.1545,SHORT,-0.08571734704810703,-50.764717035286516,10,time_stop,93.33,93.41
2026-04-16 16:45:00+08:00,mid,3,16.75,4,34.28,0.279,75.0,24.56,94.2,-2.0731,LONG,0.1167728237791926,64.40258091088306,10,time_stop,94.2,94.31
2026-04-16 17:35:00+08:00,close,3,17.58,4,42.27,0.228,55.0,19.85,94.31,-4.7695,LONG,-0.32870321280882436,-189.02212546285094,10,time_stop,94.31,94.0
2026-04-16 18:25:00+08:00,close,3,18.42,4,34.67,0.1983,45.0,-0.74,94.0,-3.2332,LONG,-0.5744680851063897,-328.31192314329434,10,time_stop,94.0,93.46
2026-04-16 19:15:00+08:00,close,3,19.25,4,41.12,0.1957,35.0,-23.15,93.46,-3.4527,LONG,-0.1283971752621339,-74.72196437268032,10,time_stop,93.46,93.34
2026-04-16 20:05:00+08:00,close,3,20.08,4,43.61,0.1454,1.0,0.26,93.34,-3.8884,LONG,-0.9963574030426472,-565.9475456521242,10,time_stop,93.34,92.41
2026-04-17 12:40:00+08:00,mid,4,12.67,4,39.9,0.2541,72.0,-24.61,91.08,2.2714,SHORT,5.6104523495827845,3157.692038730829,10,time_stop,91.08,85.97
2026-04-17 13:30:00+08:00,mid,4,13.5,4,60.4,1.1466,100.0,-25.89,85.97,4.5588,SHORT,0.6397580551355091,368.3994492358251,10,time_stop,85.97,85.42
2026-04-17 14:20:00+08:00,mid,4,14.33,4,24.75,0.7936,85.0,-0.62,85.42,2.7623,SHORT,-0.6204635916647169,-362.3714643079607,10,time_stop,85.42,85.95
2026-04-17 15:10:00+08:00,mid,4,15.17,4,25.39,0.6241,72.0,15.43,85.95,2.2709,SHORT,-0.6515415939499735,-379.2413786901312,10,time_stop,85.95,86.51
2026-04-17 16:00:00+08:00,mid,4,16.0,4,33.01,0.5689,63.0,11.45,86.51,2.7787,SHORT,0.0924748583978711,51.36742063243344,10,time_stop,86.51,86.43
2026-04-17 17:10:00+08:00,close,4,17.17,4,26.82,0.3925,49.0,20.12,86.8,2.5726,SHORT,-0.1036866359447044,-61.864389835306014,10,time_stop,86.8,86.89
2026-04-17 18:00:00+08:00,close,4,18.0,4,30.26,0.3938,47.0,-6.74,86.89,3.7781,SHORT,-0.7595810795258334,-440.3158517802528,10,time_stop,86.89,87.55
