entry_time,session,dow,hour,month,adx,atr_pct,atr_percentile,di_spread,close,divergence,dir,ret_pct,pnl_net,bars_held,reason,entry_px,exit_px
2026-04-03 17:00:00+08:00,close,4,17.0,4,49.34,0.2506,50.0,34.85,102.31,-3.7826,LONG,-0.08796794057277237,-45.88539815961002,10,time_stop,102.31,102.22
2026-04-03 17:50:00+08:00,close,4,17.83,4,35.46,0.3137,52.0,-2.31,102.22,-2.5523,LONG,0.01956564273135983,7.756408275813508,10,time_stop,102.22,102.24
2026-04-03 18:45:00+08:00,close,4,18.75,4,18.09,0.1663,21.0,6.61,102.25,-2.0381,LONG,0.13691931540342353,66.28013033013517,10,time_stop,102.25,102.39
2026-04-03 19:35:00+08:00,close,4,19.58,4,22.08,0.1012,10.0,19.42,102.39,-6.6495,LONG,-0.06836605137221154,-36.11604129006807,10,time_stop,102.39,102.32
2026-04-03 20:25:00+08:00,close,4,20.42,4,17.49,0.0719,6.0,1.83,102.32,-4.2884,LONG,-4.046129788897563,-2020.3698846549182,10,time_stop,102.32,98.18
2026-04-06 09:30:00+08:00,open,0,9.5,4,61.62,0.4562,71.0,-62.88,98.18,5.8432,SHORT,-1.5889183133020859,-778.564409108532,10,time_stop,98.18,99.74
2026-04-06 10:20:00+08:00,open,0,10.33,4,26.82,0.3717,67.0,3.53,99.74,3.4531,SHORT,-0.030078203328655642,-16.583265229437785,10,time_stop,99.74,99.77
2026-04-06 11:10:00+08:00,open,0,11.17,4,22.64,0.2885,52.0,22.57,99.77,2.1526,SHORT,-0.19043800741705696,-94.31711728678158,10,time_stop,99.77,99.96
2026-04-06 12:10:00+08:00,mid,0,12.17,4,39.48,0.2529,43.0,28.5,100.26,2.1011,SHORT,0.3291442250149594,157.40140684928684,10,time_stop,100.26,99.93
2026-04-06 13:00:00+08:00,mid,0,13.0,4,25.86,0.2831,54.0,-9.58,99.93,2.6329,SHORT,-0.32022415690983,-157.33352166239396,10,time_stop,99.93,100.25
2026-04-06 13:50:00+08:00,mid,0,13.83,4,27.98,0.2907,53.0,7.27,100.25,2.133,SHORT,0.16957605985037574,80.124124924058,10,time_stop,100.25,100.08
2026-04-06 15:05:00+08:00,mid,0,15.08,4,34.85,0.3621,78.0,-10.17,100.0,2.483,SHORT,-0.6700000000000017,-326.7432488088852,10,time_stop,100.0,100.67
2026-04-06 15:55:00+08:00,mid,0,15.92,4,31.47,0.2902,38.0,7.83,100.67,4.0905,SHORT,0.6158736465679989,295.50250713315376,10,time_stop,100.67,100.05
2026-04-06 17:25:00+08:00,close,0,17.42,4,46.26,0.3011,57.0,16.89,101.3,2.6194,SHORT,0.17769002961499764,84.09707624518032,10,time_stop,101.3,101.12
2026-04-06 18:15:00+08:00,close,0,18.25,4,36.56,0.4139,97.0,-24.05,101.12,2.1077,SHORT,0.18789556962025092,89.12102707975268,10,time_stop,101.12,100.93
2026-04-06 19:05:00+08:00,close,0,19.08,4,50.56,0.3779,86.0,-16.29,100.93,-3.0927,LONG,-0.5746557019716759,-280.93862647947435,10,time_stop,100.93,100.35
2026-04-06 20:00:00+08:00,close,0,20.0,4,55.77,0.2282,8.0,-35.29,100.16,2.6596,SHORT,-0.1397763578274766,-69.65128331988015,10,time_stop,100.16,100.3
2026-04-07 09:05:00+08:00,open,1,9.08,4,41.8,0.2485,22.0,9.48,100.3,-2.0713,LONG,0.1994017946161544,94.44034962949542,10,time_stop,100.3,100.5
2026-04-07 09:55:00+08:00,open,1,9.92,4,33.64,0.4208,96.0,5.16,100.5,-2.8637,LONG,1.1343283582089558,547.1516744872326,10,time_stop,100.5,101.64
2026-04-07 10:45:00+08:00,open,1,10.75,4,47.44,0.603,96.0,29.02,101.64,-3.4127,LONG,0.18693427784336653,89.01013337994213,10,time_stop,101.64,101.83
2026-04-07 11:55:00+08:00,open,1,11.92,4,42.85,0.262,27.0,14.28,101.95,2.0046,SHORT,-0.049043648847471456,-25.8990369877081,10,time_stop,101.95,102.0
2026-04-07 12:45:00+08:00,mid,1,12.75,4,33.59,0.3123,49.0,5.99,102.0,5.3819,SHORT,0.7156862745098078,346.6622199666234,10,time_stop,102.0,101.27
2026-04-07 13:40:00+08:00,mid,1,13.67,4,37.93,0.419,70.0,-9.02,101.43,2.3264,SHORT,0.19718032140392666,94.40248054703686,10,time_stop,101.43,101.23
2026-04-07 14:30:00+08:00,mid,1,14.5,4,25.92,0.3563,41.0,-9.94,101.23,2.3733,SHORT,-0.6816161217030502,-335.5673839997497,10,time_stop,101.23,101.92
2026-04-07 16:20:00+08:00,mid,1,16.33,4,43.27,0.4577,84.0,-20.19,101.13,2.6093,SHORT,6.407594185701562,3122.979555165757,10,time_stop,101.13,94.65
2026-04-07 17:15:00+08:00,close,1,17.25,4,33.81,1.3051,100.0,10.45,102.07,2.1191,SHORT,0.724992652101494,362.8991353787702,10,time_stop,102.07,101.33
